review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
very niec,5,2025-06-04,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app of finance,5,2025-06-04,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
yetemeta,1,2025-06-03,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Engida Kebede Fetera,5,2025-06-03,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good,5,2025-06-03,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is not safety,1,2025-06-03,CBE,Google Play,-0.3252,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
NICE bank,5,2025-06-03,CBE,Google Play,0.5473,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,Google Play,-0.2263,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play,0.2382,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app,5,2025-06-01,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Awesome bank,5,2025-06-01,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play,0.8567,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Masha alla,5,2025-05-31,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play,-0.3174,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
better service,5,2025-05-31,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
lower system everything,3,2025-05-30,CBE,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nice!,5,2025-05-30,CBE,Google Play,0.4753,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Keep it up My CBE,5,2025-05-29,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
yes good,5,2025-05-28,CBE,Google Play,0.6808,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play,-0.3274,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i like everything of this app,5,2025-05-27,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best,5,2025-05-26,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play,0.9041,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice,5,2025-05-26,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good job,5,2025-05-26,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good,5,2025-05-25,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's awesome!!,5,2025-05-25,CBE,Google Play,0.6892,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best,5,2025-05-25,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
thankyou every one,5,2025-05-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play,0.4767,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play,0.9377,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play,-0.7841,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
mortuary app,5,2025-05-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play,0.2144,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
amazing app I am used this app for one year,4,2025-05-24,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
👍,5,2025-05-24,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good app,5,2025-05-24,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i love it 😍😘,5,2025-05-24,CBE,Google Play,0.875,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It makes life easy!👌,5,2025-05-24,CBE,Google Play,0.8528,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
its not fast,1,2025-05-24,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wow,4,2025-05-24,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is sooo good,5,2025-05-24,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
excellent,5,2025-05-24,CBE,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ok,1,2025-05-24,CBE,Google Play,0.296,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Fantastic,5,2025-05-23,CBE,Google Play,0.5574,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
accessible to using,5,2025-05-23,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I like it,4,2025-05-23,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why you change default network?,5,2025-05-23,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice 👍,5,2025-05-23,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice fast app,5,2025-05-23,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
how to I get my money,5,2025-05-23,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play,-0.2247,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play,0.6183,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,0.0343,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play,-0.3804,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
hojii bonsaadha,5,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
Awosome!!!,5,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Very good app,",5,2025-05-22,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play,0.4854,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I hate this app 😒,1,2025-05-22,CBE,Google Play,-0.5719,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
trustful,5,2025-05-22,CBE,Google Play,0.4767,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I like,5,2025-05-22,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
update issue,4,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
its not working over safari network,1,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
oldie,1,2025-05-22,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it doesn't work,1,2025-05-21,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"This app is good, and we are using it well",1,2025-05-21,CBE,Google Play,0.6124,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play,0.8679,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Yes Yes,5,2025-05-21,CBE,Google Play,0.6597,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
easy to use helpful in my life,5,2025-05-21,CBE,Google Play,0.6908,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good 👍,4,2025-05-21,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the best mobile banking app,5,2025-05-21,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play,0.6801,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's a good application 👍,5,2025-05-21,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play,-0.5836,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
poor service,1,2025-05-21,CBE,Google Play,-0.4767,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
amazing,5,2025-05-20,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the most annoying mobile banking app I've ever seen,1,2025-05-20,CBE,Google Play,-0.4576,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Eliasmels,5,2025-05-20,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Cbe mobile banking,5,2025-05-20,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best app I loved it,5,2025-05-19,CBE,Google Play,0.8442,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice app,5,2025-05-19,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,0.6239,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play,0.8316,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very good,4,2025-05-17,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app.,5,2025-05-17,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"not working,why???",5,2025-05-17,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play,0.3716,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,CBE,Google Play,-0.6209,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
woxe harimo ribiso,5,2025-05-17,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Good ,easy to use",5,2025-05-16,CBE,Google Play,0.7003,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good app,5,2025-05-15,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good job👍,5,2025-05-14,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play,0.7579,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work","UI/UX, Feature Requests"
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play,0.8728,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play,-0.7101,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play,0.8415,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's easy and fast,5,2025-05-10,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play,-0.5267,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play,0.9524,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
wow best application ever,5,2025-05-09,CBE,Google Play,0.8402,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play,-0.4871,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play,0.34,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play,0.6115,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
amazing apps,5,2025-05-06,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
All service of Mobile Banking,5,2025-05-06,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
needs improvement,1,2025-05-06,CBE,Google Play,0.4588,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play,-0.1531,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,CBE,Google Play,0.9348,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
good but these week not oky,4,2025-05-06,CBE,Google Play,0.2382,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play,0.7772,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play,0.5307,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play,0.765,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
CBE mobilr bankg,5,2025-05-05,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
verygood,3,2025-05-05,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ممتاز جدا,5,2025-05-04,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's very low quality application,1,2025-05-04,CBE,Google Play,-0.3384,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very Amazing Apps,5,2025-05-04,CBE,Google Play,0.624,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
አዛ,1,2025-05-04,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wow simple life,5,2025-05-04,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's nice,5,2025-05-03,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Why stacked sometimes,5,2025-05-03,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play,0.1154,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play,-0.7845,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play,-0.4684,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good and fast,5,2025-05-02,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Unreliable!,1,2025-05-02,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best the best fast,5,2025-05-02,CBE,Google Play,0.8555,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
happy,5,2025-05-02,CBE,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
fast and reliable,5,2025-05-02,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
network errorrrrrr,2,2025-05-02,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play,-0.2382,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
its good and simple to use,5,2025-05-02,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play,0.5994,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's the best app i,5,2025-05-02,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
not bad not good,1,2025-05-02,CBE,Google Play,0.5981,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
its very nice,5,2025-05-02,CBE,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
do not work this week,3,2025-04-30,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It crashes frequently,4,2025-04-30,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the best,5,2025-04-28,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
goid,5,2025-04-28,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best appearance,5,2025-04-27,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's very good 👍 app,5,2025-04-27,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
abinet kutafo,1,2025-04-27,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I need support you,5,2025-04-27,CBE,Google Play,0.4019,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,-0.6249,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nuree mahamud,5,2025-04-26,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
super,5,2025-04-26,CBE,Google Play,0.5994,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i like the app,5,2025-04-26,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the Best,1,2025-04-26,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
to other bank is bad,1,2025-04-25,CBE,Google Play,-0.5423,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
tank's,5,2025-04-25,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,0.6804,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
it is so nice,5,2025-04-24,CBE,Google Play,0.5598,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very Good👍,5,2025-04-21,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,-0.8797,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"wow, amazing app",5,2025-04-21,CBE,Google Play,0.8225,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
use ful,5,2025-04-21,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great app,5,2025-04-21,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
well app,5,2025-04-20,CBE,Google Play,0.2732,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Actually it is inactive,4,2025-04-19,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"slow, only one account is used",2,2025-04-19,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
i like it,5,2025-04-18,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,0.6908,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Thank you!!!,5,2025-04-18,CBE,Google Play,0.5229,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
